index_num,idiom,idiom_stripped,s1,s2,s3,label,position,corrected_labels,total_i,total_l,total_na,incorrect_i,incorrect_l,incorrect_na,incorrect_total,total_duplicates
1152,सिकसिक लाग्नु,सिकसिक ल,"कहिलेकाँही आफै छक्क पर्छु, कम्युनिष्ट आन्दोलनमा यो कस्तो सङ्क्रामक रोग हो, जसले सामान्य असहमतिलाई पनि जबर्जस्ती कटु, विद्वेषपूर्ण र विग्रहकारी बनाउँछ ?","यी यति अराजनीतिक आरोपहरु हुन्, जसलाई यहाँ उल्लेख गर्न पनि मलाई सिकसिक लागिरहेको छ ।",म यी सबै आरोपलाई एकमुष्ट खारेज गर्दछु ।,I,"यी यति अराजनीतिक आरोपहरु हुन्, जसलाई यहाँ उल्लेख गर्न पनि मलाई ###सिकसिक लागिरहेको### छ ।",I,,,,,,,,
1153,सिकसिक लाग्नु,सिकसिक ल,बिहान जानकि मन्दिरको दर्शन गर्न फराकिलो खुला जानकि मन्दिर प्राङ्गडमा पुग्दा अलि आनन्द महशुस हुँदै थियो तर छेवमै बनाईएको बाँसको अस्थाई संरचनाले एउटा फोटोग्राफलाई कति दु:खि तुल्याउँछ भन्ने कुरा ढङ्गयुक्त फोटो खिच्ने सहुमलाई मात्रै थाहा हुन्छ ।,"शहर सफा भएपो मन्दिर सफा हुनु, तैपनि मन्दिरमा पुग्दा जुत्ता खोल्नुपर्ने हाम्रो परम्परा छ तर त्यो भुईमा टेक्दा सिकसिक लाग्ने प्राङ्गगडमा निकै परदेखिनै जुत्ता खोल्नुपर्ने ब्यबस्था चाँहि दिक्क लाग्दो हुन्छ ।",कतिपय अबस्थामा पाईतालाको सकेसम्म कम भाग मात्रै भुईमा परोस भनेर गोडाको बुढि औंला र कुरकुच्चाले मात्रै टेक्दै पनि हिँड्ने गरेको छु ।,L,"शहर सफा भएपो मन्दिर सफा हुनु, तैपनि मन्दिरमा पुग्दा जुत्ता खोल्नुपर्ने हाम्रो परम्परा छ तर त्यो भुईमा टेक्दा ###सिकसिक लाग्ने### प्राङ्गगडमा निकै परदेखिनै जुत्ता खोल्नुपर्ने ब्यबस्था चाँहि दिक्क लाग्दो हुन्छ ।",L,,,,,,,,
1154,सिङ थाप्नु,सिङ थ,"मिस नेपाल वल्ड २०१६ अस्मी श्रेष्ठ, फोटोग्राफर राजभाई सुवाल , डा.लोचन कार्की, डा. सन्ध्या चापागाई लगायत निर्णायक रहेको प्रतियोगितामा शीर्ष सहित विभिन्न आधा दर्जन शीर्षकमा विजेता घोषित गरिएको थियो ।","ब्युटी विथ ब्रेनको उपाधि जीना श्रेष्ठ, मस्ट ट्यालेन्टेड रिना थपामगर, बेस्ट पर्सनालिटी सुस्मिता बोगटी, बेस्ट् वाक गीता देवकोटा, पब्लिक च्वाइस प्रमिला पण्डित, मस्ट चार्मिङ आरजु श्रेष्ठ, मस्ट डिस्सिप्लिन आस्मा प्याकुरेल, मिस फोटोजेनिक श्रीया रजक र बेस्ट नर्सिङ थिम ड्रेस अनु कुमाल, सोसल्ली रेस्पोन्सिबल सरिता राई र मस्ट पपुलर साजन केसी घोषित भए ।","रोजिन शाक्यको कोरियोग्राफी, शेखर केशजु क्रियटिभ निर्देशक, पुरुषोतमा खतिवडा इभेन्ट कोअडिनेटर रहेको प्रतियोगीताको फाइनल प्रतिस्पर्धामा प्रतियोगीहरु डिजाइनर अनु श्रेष्ठ र जोशीला श्रेष्ठले तयार पारेका पहिरनमा सजिएका थिए ।",NA,"ब्युटी विथ ब्रेनको उपाधि जीना श्रेष्ठ, मस्ट ट्यालेन्टेड रिना थपामगर, बेस्ट पर्सनालिटी सुस्मिता बोगटी, बेस्ट् वाक गीता देवकोटा, पब्लिक च्वाइस प्रमिला पण्डित, मस्ट चार्मिङ आरजु श्रेष्ठ, मस्ट डिस्सिप्लिन आस्मा प्याकुरेल, मिस फोटोजेनिक श्रीया रजक र बेस्ट नर्सिङ थिम ड्रेस अनु कुमाल, सोसल्ली रेस्पोन्सिबल सरिता राई र मस्ट पपुलर साजन केसी घोषित भए ।",,,,,,,,,
1155,सिङ थाप्नु,सिङ थ,अनि व्यक्तिगत जीवनमा चैँ कत्तिको हट हुनुहुन्छ भन्ने जिज्ञासामा उनले आफू कुल भएको बताइन्।,कार्यक्रममा मिसिङ थियो त एलिजाका श्रीमान् ऋषि धमलाको।,अभिनय एलिजाको पेसा हैन रहर मात्रै हो।,NA,कार्यक्रममा मिसिङ थियो त एलिजाका श्रीमान् ऋषि धमलाको।,,,,,,,,,
1156,सिङ थाप्नु,सिङ थ,साउन ५ गते राति अन्दाजी १२ बजेर २० मिनेट जाँदाको समयमा राप्तिखोला स्थितमा राक्सिराङबाट पर्सा राष्ट्रिय निकुञ्ज निस्कने खोलाको भित्री बाटो हुँदै पर्सा तर्फ लागु औषध गाँजा लैजाँदै गरेको भन्ने प्राप्त भएको विशेष सुचनाको आधारमा जिल्ला प्रहरी प्रहरी कार्यालय मकवानपुरबाट प्रहरी निरिक्षक अनिश बुढाथोकीको कमाण्डमा टोली खटिएको थियो ।,उक्त सम्भावित बाटोको खोँचमा घेरा हाली एम्बुसिङ थापेकोमा लागु औषध गाँजा लाँदै गरेका ४–५ जनाको समुहले प्रहरीलाई देखी फायर गरेका थिए ।,प्रहरीको तर्फबाट आत्म सुरक्षाको लागि जवाफी फायर गरी उक्त समुह मध्येका स्याङतानलाई नियन्त्रणमा लिन प्रहरी सफल भएको हो ।,NA,उक्त सम्भावित बाटोको खोँचमा घेरा हाली एम्बुसिङ थापेकोमा लागु औषध गाँजा लाँदै गरेका ४–५ जनाको समुहले प्रहरीलाई देखी फायर गरेका थिए ।,,,,,,,,,
1157,सिङ थाप्नु,सिङ थ,"सो प्रदेशका आठ जिल्लामा सीमा सुरक्षामा खटिका करिब ३५ सय सशस्त्र प्रहरी छन् भने संक्रमितहरू बारा, पर्सा र रौतहटका रहेको बताइएको छ ।",त्यस्तै ती संक्रमितहरुको सम्पर्कमा रहेका अन्य सशस्त्र प्रहरीहरूको कन्ट्याक्ट ट्रेसिङ थालिएको सशस्त्र प्रहरीको प्रदेश २ ले जनाएको छ ।,--NNI--,NA,त्यस्तै ती संक्रमितहरुको सम्पर्कमा रहेका अन्य सशस्त्र प्रहरीहरूको कन्ट्याक्ट ट्रेसिङ थालिएको सशस्त्र प्रहरीको प्रदेश २ ले जनाएको छ ।,,,,,,,,,
1158,सिङ थाप्नु,सिङ थ,"बाह्रदशी गाउँपालिकाका दुई , इलामका एक , प्रहरी चौकी बिर्ताबजारकी महिला प्रहरी र अर्का एकजना संक्रमितको सम्पर्कमा आएका बिर्तामोडका एक हजार जनाको कन्ट्याक्ट ट्रेसिङ गर्ने बिर्तामोड नगरपालिकाले लक्ष्य बनाएको छ ।",बिर्तामोडबाट काठमाडौं गएका एक ब्यक्तिमा कोरोना संक्रमण पुष्टि भएकाले त्यस ब्यक्तिको सम्पर्कमा आएकाहरुको समेत नगरपालिकाले कन्ट्याक्ट ट्रेसिङ थालेको हो ।,ती संक्रमित ब्यक्तिको बारेमा खुलाइएको छैन ।,NA,बिर्तामोडबाट काठमाडौं गएका एक ब्यक्तिमा कोरोना संक्रमण पुष्टि भएकाले त्यस ब्यक्तिको सम्पर्कमा आएकाहरुको समेत नगरपालिकाले कन्ट्याक्ट ट्रेसिङ थालेको हो ।,,,,,,,,,
1159,सुइँकुच्चा ठोक्नु,सुइँकुच्चा ठ,यस्तो सम्बन्ध राख्ने प्रवृत्ति किन बढ्दै छ समाजमारु अनि यसका जटिलता के–के हुन्रु अम्मर जिसीले केलाउन खोजेका छन्।,केस नं १ काठमाडौँका २३ वर्षीया जनम परिवारले बिहेको कुरा झिक्यो कि सुइँकुच्चा ठोक्छन्।,अरू विषयका पारिवारिक छलफलमा उनी सहभागी हुन्छन्।,I,केस नं १ काठमाडौँका २३ वर्षीया जनम परिवारले बिहेको कुरा झिक्यो कि ###सुइँकुच्चा ठोक्छन्###।,I,,,,,,,,
1160,सुइँकुच्चा ठोक्नु,सुइँकुच्चा ठ,उसले क्याँ गर्न मुख आँ के गरेको थियो आफ्नो मुखको रोटी खसेर स्यालको मुखमा प¥यो ।,त्यसपछि स्यालले रोटी बोकेर सुइँकुच्चा ठोक्यो ।,बिचरा काग हेरेको हे-यै भयो ।,I,त्यसपछि स्यालले रोटी बोकेर ###सुइँकुच्चा ठोक्यो### ।,I,,,,,,,,
1161,सुइँकुच्चा ठोक्नु,सुइँकुच्चा ठ,प्रहरीले त्यहीँ उसको कठालो समातेर पछार्न खोजेका थिए ।,स्वयम्भु हुलाकघरतिर सुइँकुच्चा ठोक्यो एकाएक यात्रु भागेपछि प्रहरीको शंका झन् बलियो भयो।,उनीहरूले बालकलाई नियन्त्रणमा लिए।,I,स्वयम्भु हुलाकघरतिर ###सुइँकुच्चा ठोक्यो### एकाएक यात्रु भागेपछि प्रहरीको शंका झन् बलियो भयो।,I,,,,,,,,
1162,सुइँकुच्चा ठोक्नु,सुइँकुच्चा ठ,पहिलोपल्ट तेह्रथुम तुम्बाहाम्फेको घर जाँदा भने हामी धेरै डरायौँ ।,हामीलाई अति आदर गरी खानबस्न दिने परिवारलाई (झोलाबाट झिकेर औषधि झिकेर देखाउँदै ) यो औषधि सुँघाएर बेहोस पारी भएको सुन पैसा लिएर रातारात सुइँकुच्चा ठोक्यौँ ।,बिचरा दुई बूढाबूढी मात्र थिए ।,I,हामीलाई अति आदर गरी खानबस्न दिने परिवारलाई (झोलाबाट झिकेर औषधि झिकेर देखाउँदै ) यो औषधि सुँघाएर बेहोस पारी भएको सुन पैसा लिएर रातारात ###सुइँकुच्चा ठोक्यौँ### ।,I,,,,,,,,
1163,सुइँकुच्चा ठोक्नु,सुइँकुच्चा ठ,संगीतालाई हानेको तेजाबले अरूलाई पनि लाग्यो।,तेजाब फ्याँकेपछि उनी त्यहँबाट सुइँकुच्चा ठोकेका थिए।,"काठमाडौंदेखि सिक्किमसम्म
तेजाब छ्यापेपछि सिसी ट्युसन सेन्टरनजिकै फालेर भागेका जीवन सोह्रखुट्टेमा पुगी माइक्रोबस चढेर टोखा डेरामा गई सुतेका थिए।",I,तेजाब फ्याँकेपछि उनी त्यहँबाट ###सुइँकुच्चा ठोकेका### थिए।,I,,,,,,,,
1164,सुइँको पाउनु,सुइँको प,जनमोर्चाको यस्तो निर्णयले मुख्यमन्त्री गुरुङ अल्पमतमा परे ।,आफूविरुद्ध अविश्वास प्रस्तावको तयारी चलेको सुइँको पाएका मुख्यमन्त्रीले प्रदेशसभाको चालु अधिवेशन बुधबार रातको १२ बजेदेखि अन्त्य गराए ।,प्रदेश सरकारको सिफारिसमा प्रदेश प्रमुख अमिक शेरचनले संविधानको धारा १८३ को २ प्रयोग गर्दै रातारात अधिवेशन अन्त्य गरेका थिए ।,L,आफूविरुद्ध अविश्वास प्रस्तावको तयारी चलेको ###सुइँको पाएका### मुख्यमन्त्रीले प्रदेशसभाको चालु अधिवेशन बुधबार रातको १२ बजेदेखि अन्त्य गराए ।,L,,,,,,,,
1165,सुइँको पाउनु,सुइँको प,त्यस्तो गर्दागर्दै भाले १७ वर्षको पुग्यो।,युट्युबरहरूले त्यसको सुइँको पाए।,भालेको भिडिओ बनाए।,L,युट्युबरहरूले त्यसको ###सुइँको पाए###।,L,,,,,,,,
1166,सुइँको पाउनु,सुइँको प,संसद् पुन:स्थापना भए फेरि 'हर्स ट्रेडिङ' (सांसदको किनबेच) हुन्छ भन्दै विघटनको औचित्य पुष्टि गर्ने तिनै ओली फैसलायता सबैभन्दा ठूलो 'हर्स ट्रेडर' बन्दै छन्।,"विपक्षी खेमालाई गलाउने रणनीति
केपी शर्मा ओलीले प्रतिनिधि सभा विघटन गर्ने सुइँको पाएको दाहाल-नेपाल खेमाले ५ पुसमै प्रतिनिधि सभा सचिवालयमा अविश्वासको प्रस्ताव पेश गरेको थियो।",संसद्को पुन:स्थापना लगत्तैको संसद् अधिवेशनमा त्यो प्रस्तावको हैसियत के हुने भनेर प्रश्न उठिरहेको बेला उक्त खेमाले प्रस्ताव फिर्ता लिने निर्णय गरेको छ।,L,"विपक्षी खेमालाई गलाउने रणनीति
केपी शर्मा ओलीले प्रतिनिधि सभा विघटन गर्ने ###सुइँको पाएको### दाहाल-नेपाल खेमाले ५ पुसमै प्रतिनिधि सभा सचिवालयमा अविश्वासको प्रस्ताव पेश गरेको थियो।",L,,,,,,,,
1167,सुइँको पाउनु,सुइँको प,"अप्रेसनको क्रममा प्रहरीले अनुयायी बस्नेदेखि बम्जन बस्ने भनिएको कोठासम्म सबै क्षेत्र खोजतलास गर्‍यो, कुकुर र उपकरणहरू पनि प्रयोग गरे।",तर बम्जन कहाँ छन् भन्ने कुनै सुइँको पाउन सकेन।,दिउँसो दुई बजेसम्म केही पत्ता नलागेपछि झण्डै डेढ घण्टा लगाएर छरिएका प्रहरी एक ठाउँ भेला भएर फर्किए।,L,तर बम्जन कहाँ छन् भन्ने कुनै ###सुइँको पाउन### सकेन।,L,,,,,,,,
1168,सुइँको पाउनु,सुइँको प,अनि प्रहरी आएछ।,प्रहरीको सुइँको पाएर अरू सबै भागेछन्।,घटनास्थलमा ती तामांग भाइमात्र बाँकी भएछन्।,L,प्रहरीको ###सुइँको पाएर### अरू सबै भागेछन्।,L,,,,,,,,
1169,सेखी झार्नु,सेखी झ,तर एकदिन आमालाई पनि वचन लगाएछन् ।,त्यसपछि आमाले रिसाउँदै ती छिमेकीको सेखी झार्न मलाई एक सेट दशवटा कथाका किताबहरु ल्याइदिनु भयो ।,"ओहो, त्यो दिन त म धेरै खुसी भएकी थिएँ ।",I,त्यसपछि आमाले रिसाउँदै ती छिमेकीको ###सेखी झार्न### मलाई एक सेट दशवटा कथाका किताबहरु ल्याइदिनु भयो ।,,,,,,,,,
1170,सेखी झार्नु,सेखी झ,"माओवादी केन्द्रका एक सचिवालय सदस्यका भनाइमा कांग्रेस, माओवादी केन्द्र, मधेसवादी र अन्य केही दल मिल्दा बहुमतको सरकार बनाउन सकिने चुनावी परिणाम आएमा एमालेसँगको गठबन्धन टुट्न सक्छ ।",त्यसबेला एमालेको सेखी झार्न कांग्रेसले अढाई वर्ष प्रचण्डलाई प्रधानमन्त्रीको कुर्सीमा विराजमान गराइदिन सक्छ ।,सुरुमै अढाई वर्ष प्रधानमन्त्री पाए प्रचण्ड एमालेसँगको गठबन्धन टुटाउन तयार हुन्छन् भन्ने कांग्रेसको ठम्याइ छ ।,I,त्यसबेला एमालेको ###सेखी झार्न### कांग्रेसले अढाई वर्ष प्रचण्डलाई प्रधानमन्त्रीको कुर्सीमा विराजमान गराइदिन सक्छ ।,,,,,,,,,
1171,सेखी झार्नु,सेखी झ,इराकका लागि भारतीय राजदूत भइसकेका आर एस कल्हाले आफ्नो लेखमा चीनले भारतलाई पाठ सिकाउन मात्र युध्द गरेको उल्लेख गरेका छन् ।,"चिनियाँ राष्ट्रपति लिउ साओचीले श्रीलंकाली नेता फेलिक्स बन्डरनायकलाई भनेका रहेछन्, सन् १९६२ को मतभेद भारतको सेखी झार्न र उसको धाकप्रतिको भ्रम समाप्त पार्न रचिएको हो ।",चीनले भारतलाई यस्तो पाठ समय समयमा सिकाउँदै जानेछ ।,I,"चिनियाँ राष्ट्रपति लिउ साओचीले श्रीलंकाली नेता फेलिक्स बन्डरनायकलाई भनेका रहेछन्, सन् १९६२ को मतभेद भारतको ###सेखी झार्न### र उसको धाकप्रतिको भ्रम समाप्त पार्न रचिएको हो ।",,,,,,,,,
1172,सेखी झार्नु,सेखी झ,भोलिपल्ट मैले थाहा पाएँ– अन्यत्र पनि यस्तै दीपावली गरिएको रहेछ ।,"दीपावली गर्नेहरू भन्दै थिए, ‘कांग्रेसको सेखी झारियो ।",राजाले ठीकै गरे ।,I,"दीपावली गर्नेहरू भन्दै थिए, ‘कांग्रेसको ###सेखी झारियो### ।",I,,,,,,,,
1173,सेखी झार्नु,सेखी झ,"स्व. भैरब अर्यालको 'चरिचुच्चे च' पढेर बसिरहेको थिए, त्यतिनै बेला बालखकालमा चुच्चे भनेर बोलाउने गरेको साथीले फोन गर्यो, ""यो चोथाले ले हैरान पारिसकी साथी।",केहि उपाय बताउन यसको सेखी झार्न पर्यो।,""" उसको कुरा सुनेर एक छिन छक्क परे म।",I,केहि उपाय बताउन यसको ###सेखी झार्न### पर्यो।,I,,,,,,,,
1174,सेखी पुर्याइदिनु,सेखी प,कस्तो विकास गरे त हाम्रा प्रधानमन्त्रीहरुले ?,"हामीलाई थाहा छ दरबारसँग साँठगाँठ गरेर ०७ सालमा ल्याएको प्रजातन्त्र दरबारलाई बुझाउन खोजेनन् कि, पञ्चायति व्यवस्थालाई पुन ब्यूताउन तराईको जगंल सखाप पारेनन् कि, पञ्चायत जोगाइराख्न सुखानीसेखी पिस्कर हत्या काण्ड गराएनन् कि यो त एउटा उदारण मात्र हो ।",२०४६ सालदेखि बनेका प्रधानमन्त्रीका अनुहार हेरांै त…कुन प्रधानमन्त्रीले नेपाली जनताको चाहना अनुरुप देश सञ्चालन गरे ?,NA,"हामीलाई थाहा छ दरबारसँग साँठगाँठ गरेर ०७ सालमा ल्याएको प्रजातन्त्र दरबारलाई बुझाउन खोजेनन् कि, पञ्चायति व्यवस्थालाई पुन ब्यूताउन तराईको जगंल सखाप पारेनन् कि, पञ्चायत जोगाइराख्न सुखानीसेखी पिस्कर हत्या काण्ड गराएनन् कि यो त एउटा उदारण मात्र हो ।",,,,,,,,,
1175,सेखी पुर्याइदिनु,सेखी प,यो खबर अरु कसैले नभएर इन्दिरा आफैले सामाजिक संजालमा स्टाटस लेख्दै २ बर्षदेखि आफू प्रेममा रहेको खबर सार्बजनिक गरेकी छिन् ।,केहि समय अगाडी भन इन्दिरा स्वयंले मिडियासंगको कुराकानीमा आफु कोहिसंग पनि प्रेममा नरहेको कुरा बताएकी थिइन् तर अहिले भने सामाजिक संजालमा उनि आफैले २ वर्षा सेखी प्रेममा रहेको खबर सार्बजनिक गरेकी छिन।,गायिका इन्दिराले यस्तो लेखेकी छिन ‘उनले मलाई म तिम्रो स्टार र तिमी मेरो चन्द्रमा भन्छन् ।,NA,केहि समय अगाडी भन इन्दिरा स्वयंले मिडियासंगको कुराकानीमा आफु कोहिसंग पनि प्रेममा नरहेको कुरा बताएकी थिइन् तर अहिले भने सामाजिक संजालमा उनि आफैले २ वर्षा सेखी प्रेममा रहेको खबर सार्बजनिक गरेकी छिन।,,,,,,,,,
1176,सेखी पुर्याइदिनु,सेखी प,कसैले संसारलाई प्रेम गर्छ भने पिताको प्रेम त्यसमा हुँदैन।,"किनकि संसारमा भएका सबै कुराहरू – शरीरको अभिलाषा, आखाँहरूको अभिलाषा र जीवनको सेखी पिताबाटको होइन, तर संसारबाटको हो्।","”
“हे व्यभिचारी र व्यभिचारिणीहरूहो, संसारसँगको मित्रता चाहिँ परमेश्‍वरसँगको शत्रुता हो भनी के तिमीहरू जान्दैनौ?",NA,"किनकि संसारमा भएका सबै कुराहरू – शरीरको अभिलाषा, आखाँहरूको अभिलाषा र जीवनको सेखी पिताबाटको होइन, तर संसारबाटको हो्।",,,,,,,,,
1177,सोतर हुनु,सोतर ह,हे दैव सोतर भएर लडेका छन् धानहरु ।,के यसरी सोतर हुने उनीहरुको इच्छा थियो होला र ?,उनीहरुको इच्छाले त उनीहरु सितसँग खेल्दै आफुलाई भरिलो र झरिलो पार्न चाहदा हुन् ।,I,के यसरी ###सोतर हुने### उनीहरुको इच्छा थियो होला र ?,I,,,,,,,,
1178,हरेस खानु,हरेस ख,” त्यसपछि फेरि विस्थापित हुनुभयो ।,उहाँले हरेस खानुभएन ।,उहाँले फेरि केही त गर्ने पर्‍यो भनेर बोयर पालन थाल्नुभएको छ ।,I,उहाँले ###हरेस खानु###भएन ।,,,,,,,,,
1179,हरेस खानु,हरेस ख,"हेर्नुहोस्, यी अल्लाहका सन्देष्टा र खास भक्तहरु हुन्।","उनीहरुले शत्रु भन्दा पहिले आफ्नै घरपरिवार र नातेदारहरुबाट अनेकौं प्रकारका कष्टहरु पाए, तर उनीहरु हरेस खाएर कहिल्यै पनि आफ्नो जिम्मेवारीबाट विमुख भएनन्, बरु चट्टान झैं इस्लाममाथि कायम रहे।",हो साथीहरु!,I,"उनीहरुले शत्रु भन्दा पहिले आफ्नै घरपरिवार र नातेदारहरुबाट अनेकौं प्रकारका कष्टहरु पाए, तर उनीहरु ###हरेस खाएर### कहिल्यै पनि आफ्नो जिम्मेवारीबाट विमुख भएनन्, बरु चट्टान झैं इस्लाममाथि कायम रहे।",I,,,,,,,,
1180,हरेस खानु,हरेस ख,"यो समस्या भएका व्यक्तिको मन निराश हुने, थकानको महसुस हुने, आत्मविश्वासमा कमी आउने, सधैँ नरमाइलो लाग्ने, काम गर्न मन नलाग्ने, दिक्क लाग्ने आदि लक्षण देखिन्छन् ।","डिप्रेसन भएका मानिसको निद्रा र खानाको गडबडी हुने, कसैसँग बोल्न मन नलाग्ने इच्छाशक्तिमा कमी, हरेस खाने, केही गर्न सक्दिनँ भन्ने सोच आउन सक्छ ।","यति मात्रै हैन, डिप्रेसन भएका मानिसमा आत्महत्याको सोच आउने समस्या पनि भेटिन्छ ।",I,"डिप्रेसन भएका मानिसको निद्रा र खानाको गडबडी हुने, कसैसँग बोल्न मन नलाग्ने इच्छाशक्तिमा कमी, ###हरेस खाने###, केही गर्न सक्दिनँ भन्ने सोच आउन सक्छ ।",,,,,,,,,
1181,हरेस खानु,हरेस ख,"“नहुने–नहुने कुरा नबोल बहिनी, हामी छौ नि ।",किन हरेस खान्छौ ।,” महिलाहरूले धर्माको आत्मबल बढाउँदै बिदाइ गरे ।,I,किन ###हरेस खान्छौ### ।,I,,,,,,,,
1182,हरेस खानु,हरेस ख,"कुराकानीको सन्र्दभमा खुशीका साथ निता भन्छिन “मैले राम्रो काम गरे, जसका कारण चलचित्र ६ एकान ६ बाट अत्यधिक प्रशंसामात्र होइन, राम्रा राम्रा चलचित्रहरुका लागि प्रस्ताव आइसकेको छ, म त्यसको लागि तयार पनि भएकी छु ।","” हाप दर्जन जति चलचित्रमा अभिनय गर्ने अवसर प्राप्त गरेकी निता भन्छिन् “मैले जति चलचित्रमा अभिनय गरें, केहि न केहि नयाँ गरें साथै केहि न केहि उत्साही बनाउँदै लग्यो, म असफलतामा पनि हरेस खाइन, त्यसैले आज मैले राम्रो प्लेटफर्म प्राप्त गरेको महसुस गरेको छु ।",”ेमह जोडीको लगानी रहेको चलचित्र “साला जीन्दगी” यहि फागुण ५ गते शुभ मुर्हतका लागि तयारी भइरहेको छ ।,I,"” हाप दर्जन जति चलचित्रमा अभिनय गर्ने अवसर प्राप्त गरेकी निता भन्छिन् “मैले जति चलचित्रमा अभिनय गरें, केहि न केहि नयाँ गरें साथै केहि न केहि उत्साही बनाउँदै लग्यो, म असफलतामा पनि ###हरेस खाइन###, त्यसैले आज मैले राम्रो प्लेटफर्म प्राप्त गरेको महसुस गरेको छु ।",I,,,,,,,,
1183,हात छाड्नु,हात छ,"सयौ फूलका थुंगा हामी यौटै माला नेपाली यहाँ को बुद्धिस्ट, को मुस्लिम, को हिन्दु हामी यौटै नेपाली हौ यहाँ धार्मिक कुरा गर्नु उचित देखिन्दैन किन कि यो सम्पति बुद्धिस्ट धर्मलम्बिहरु को मात्र नभयर सारा नेपाली हरुको हो यसको समाधानको निम्ति राज्य इस्तर बाटै समाधान निकल्लिनु उचित देखिन्छा राख्दा कसलाई फाइदा हुने नराख्दा कसलाई फाइदा हुने भन्दा पनि देश को लागि कति फाइदा छ?",भनेर हेरिनु पर्छ मलाई लक्छा भारत ले बुद्धा भारत मा जन्मेको हो भनेर बिस्वो समू प्रचार गरि रहदा हाम्रो देश मा बुद्धा को मुर्ति राख्ने नराख्ने राजनीतिले बिश्वो समू यसले नकारात्मक संदेश जान्छा यो सारै लाजशपथ कुरा हो. यसमा बिबाध चर्काउने खुज्नुमा पुरै भारत को हात छ बुद्धा को मुर्ति बुद्धा को जन्म इस्थालमा नराखेर के भारत मा राख्न खोजेको हो?,यदि बुद्धा को मुर्ति राख्नु हुन्न भने लोप हुन आटेको जन्तु गैडा को राखे के होला?,NA,भनेर हेरिनु पर्छ मलाई लक्छा भारत ले बुद्धा भारत मा जन्मेको हो भनेर बिस्वो समू प्रचार गरि रहदा हाम्रो देश मा बुद्धा को मुर्ति राख्ने नराख्ने राजनीतिले बिश्वो समू यसले नकारात्मक संदेश जान्छा यो सारै लाजशपथ कुरा हो. यसमा बिबाध चर्काउने खुज्नुमा पुरै भारत को हात छ बुद्धा को मुर्ति बुद्धा को जन्म इस्थालमा नराखेर के भारत मा राख्न खोजेको हो?,,,,,,,,,
1184,हात छाड्नु,हात छ,तर पाँच मिनेट कोठामा व्यायाम गर्नु र डेढ घन्टा हिँड्नु उस्तै हो।,पाँच मिनेट खुट्टा छिटोछिटो चलाउने र हात छिटो तलमाथि गरे पनि हुन्छ।,"
उमेर बढ्दै जाँदा र बाहिरी वातावरण अनुकूल नहुँदा बाहिर हिँड्नुभन्दा घरमै व्यायाम गर्नु राम्रो हुने उनको सल्लाह छ।",NA,पाँच मिनेट खुट्टा छिटोछिटो चलाउने र हात छिटो तलमाथि गरे पनि हुन्छ।,,,,,,,,,
1185,हात छाड्नु,हात छ,सुन्तलीको फाईल किन खोलिदैन ?,"’
उनी विस्वस्त हुदै आफ्नो प्रश्नको जवाफ आफँै दिन्छिन ‘मेरो छोरीको फाइल नखोलिनुमा तत्कालिन रामेछाप जिल्लाको प्रहरी नायव उपरिक्षक संजिव शर्माको हात छ ।",शर्मालाई राष्ट्रिय मानव अधिकार आयोगले कारबाही लागि प्रधानमन्त्री कार्यालयमा पत्राचार गरेको थियो ।,NA,"’
उनी विस्वस्त हुदै आफ्नो प्रश्नको जवाफ आफँै दिन्छिन ‘मेरो छोरीको फाइल नखोलिनुमा तत्कालिन रामेछाप जिल्लाको प्रहरी नायव उपरिक्षक संजिव शर्माको हात छ ।",,,,,,,,,
